Time[s], SCK
34.724756560000003, 1
34.724756640000003, 0
34.724756720000002, 1
34.724756780000000, 0
34.724756859999999, 1
34.724756919999997, 0
34.724757000000004, 1
34.724757080000003, 0
34.724757140000001, 1
34.724757220000001, 0
34.724757279999999, 1
34.724757359999998, 0
35.746437960000002, 1
35.746438040000001, 0
35.746438099999999, 1
35.746438179999998, 0
35.746438259999998, 1
35.746438320000003, 0
35.746438400000002, 1
35.746438460000000, 0
35.746438540000000, 1
35.746438619999999, 0
35.746438680000004, 1
35.746438760000004, 0
35.746438820000002, 1
35.746438900000001, 0
35.746438980000001, 1
35.746439039999998, 0
36.768502560000002, 1
36.768502640000001, 0
36.768502720000001, 1
36.768502779999999, 0
36.768502859999998, 1
36.768502939999998, 0
36.768503020000004, 1
36.768503100000004, 0
36.768503180000003, 1
36.768503240000001, 0
36.768503320000001, 1
36.768503400000000, 0
36.768503480000000, 1
36.768503539999998, 0
36.768503620000004, 1
36.768503700000004, 0
37.789813340000002, 1
37.789813420000002, 0
37.789813500000001, 1
37.789813580000001, 0
37.789813639999998, 1
37.789813719999998, 0
37.789813799999997, 1
37.789813880000004, 0
37.789813960000004, 1
37.789814020000001, 0
37.789814100000001, 1
37.789814180000000, 0
37.789814260000000, 1
37.789814340000000, 0
37.789814399999997, 1
37.789814480000004, 0
38.811827440000002, 1
38.811827520000001, 0
38.811827600000001, 1
38.811827680000000, 0
38.811827760000000, 1
38.811827839999999, 0
38.811827919999999, 1
38.811827999999998, 0
38.811828079999998, 1
38.811828159999997, 0
38.811828240000004, 1
38.811828320000004, 0
38.811828400000003, 1
38.811828480000003, 0
38.811828560000002, 1
38.811828640000002, 0
39.829553840000003, 1
39.829553920000002, 0
39.829554000000002, 1
39.829554080000001, 0
39.829554160000001, 1
39.829554240000000, 0
39.829554320000000, 1
39.829554399999999, 0
39.829554479999999, 1
39.829554559999998, 0
39.829554639999998, 1
39.829554719999997, 0
39.829554800000004, 1
39.829554880000003, 0
39.829554960000003, 1
39.829555040000002, 0
40.851099820000002, 1
40.851099900000001, 0
40.851099980000001, 1
40.851100060000000, 0
40.851100160000001, 1
40.851100240000001, 0
40.851100320000000, 1
40.851100400000000, 0
40.851100500000001, 1
40.851100580000001, 0
40.851100660000000, 1
40.851100740000000, 0
40.851100819999999, 1
40.851100899999999, 0
40.851101000000000, 1
40.851101079999999, 0
41.873117620000002, 1
41.873117700000002, 0
41.873117800000003, 1
41.873117880000002, 0
41.873117960000002, 1
41.873118040000001, 0
41.873118120000001, 1
41.873118220000002, 0
41.873118300000002, 1
41.873118380000001, 0
41.873118460000001, 1
41.873118540000000, 0
41.873118640000001, 1
41.873118720000001, 0
41.873118800000000, 1
41.873118880000000, 0
42.895443999999998, 1
42.895444080000004, 0
42.895444179999998, 1
42.895444259999998, 0
42.895444339999997, 1
42.895444439999999, 0
42.895444519999998, 1
42.895444619999999, 0
42.895444699999999, 1
42.895444779999998, 0
42.895444879999999, 1
42.895444959999999, 0
42.895445060000000, 1
42.895445140000000, 0
42.895445219999999, 1
42.895445320000000, 0
43.917282380000003, 1
43.917282460000003, 0
43.917282560000004, 1
43.917282640000003, 0
43.917282720000003, 1
43.917282820000004, 0
43.917282900000004, 1
43.917282980000003, 0
43.917283080000004, 1
43.917283160000004, 0
43.917283259999998, 1
43.917283340000004, 0
43.917283439999999, 1
43.917283519999998, 0
43.917283599999998, 1
43.917283699999999, 0
44.939389660000003, 1
44.939389740000003, 0
44.939389840000004, 1
44.939389939999998, 0
44.939390019999998, 1
44.939390119999999, 0
44.939390199999998, 1
44.939390299999999, 0
44.939390400000001, 1
44.939390480000000, 0
44.939390580000001, 1
44.939390660000001, 0
44.939390760000002, 1
44.939390860000003, 0
44.939390940000003, 1
44.939391040000004, 0
45.960955519999999, 1
45.960955620000000, 0
45.960955700000000, 1
45.960955800000001, 0
45.960955880000000, 1
45.960955980000001, 0
45.960956080000003, 1
45.960956160000002, 0
45.960956260000003, 1
45.960956340000003, 0
45.960956440000004, 1
45.960956539999998, 0
45.960956619999997, 1
45.960956719999999, 0
45.960956799999998, 1
45.960956899999999, 0
46.982626680000003, 1
46.982626780000004, 0
46.982626879999998, 1
46.982626979999999, 0
46.982627080000000, 1
46.982627160000000, 0
46.982627260000001, 1
46.982627360000002, 0
46.982627460000003, 1
46.982627540000003, 0
46.982627640000004, 1
46.982627739999998, 0
46.982627839999999, 1
46.982627940000000, 0
46.982628040000002, 1
46.982628120000001, 0
48.004402820000003, 1
48.004402900000002, 0
48.004403000000003, 1
48.004403099999998, 0
48.004403199999999, 1
48.004403279999998, 0
48.004403379999999, 1
48.004403480000001, 0
48.004403580000002, 1
48.004403680000003, 0
48.004403780000004, 1
48.004403860000004, 0
48.004403959999998, 1
48.004404059999999, 0
48.004404160000000, 1
48.004404240000000, 0
49.027582899999999, 1
49.027583000000000, 0
49.027583100000001, 1
49.027583200000002, 0
49.027583300000003, 1
49.027583399999997, 0
49.027583499999999, 1
49.027583600000000, 0
49.027583700000001, 1
49.027583800000002, 0
49.027583900000003, 1
49.027584000000004, 0
49.027584099999999, 1
49.027584200000000, 0
49.027584300000001, 1
49.027584400000002, 0
50.044901680000002, 1
50.044901780000004, 0
50.044901879999998, 1
50.044901979999999, 0
50.044902080000000, 1
50.044902180000001, 0
50.044902280000002, 1
50.044902380000003, 0
50.044902479999998, 1
50.044902579999999, 0
50.044902680000000, 1
50.044902780000001, 0
50.044902880000002, 1
50.044902980000003, 0
50.044903080000005, 1
50.044903179999999, 0
51.066525759999998, 1
51.066525859999999, 0
51.066525960000000, 1
51.066526060000001, 0
51.066526180000004, 1
51.066526279999998, 0
51.066526379999999, 1
51.066526480000000, 0
51.066526580000001, 1
51.066526700000004, 0
51.066526799999998, 1
51.066526900000000, 0
51.066527000000001, 1
51.066527100000002, 0
51.066527219999998, 1
51.066527319999999, 0
52.088436260000002, 1
52.088436360000003, 0
52.088436460000004, 1
52.088436580000000, 0
52.088436680000001, 1
52.088436780000002, 0
52.088436880000003, 1
52.088436980000004, 0
52.088437100000000, 1
52.088437200000001, 0
52.088437300000002, 1
52.088437400000004, 0
52.088437499999998, 1
52.088437620000001, 0
52.088437720000002, 1
52.088437820000003, 0
53.110072819999999, 1
53.110072920000000, 0
53.110073040000003, 1
53.110073140000004, 0
53.110073239999998, 1
53.110073360000001, 0
53.110073460000002, 1
53.110073579999998, 0
53.110073679999999, 1
53.110073780000000, 0
53.110073900000003, 1
53.110074000000004, 0
53.110074120000000, 1
53.110074220000001, 0
53.110074320000003, 1
53.110074439999998, 0
54.132011740000003, 1
54.132011859999999, 0
54.132011960000000, 1
54.132012060000001, 0
54.132012180000004, 1
54.132012279999998, 0
54.132012400000001, 1
54.132012500000002, 0
54.132012600000003, 1
54.132012719999999, 0
54.132012820000000, 1
54.132012940000003, 0
54.132013040000004, 1
54.132013139999998, 0
54.132013260000001, 1
54.132013360000002, 0
55.153928759999999, 1
55.153928860000001, 0
55.153928980000003, 1
55.153929080000005, 0
55.153929200000000, 1
55.153929320000003, 0
55.153929420000004, 1
55.153929540000000, 0
55.153929640000001, 1
55.153929760000004, 0
55.153929880000000, 1
55.153929980000001, 0
55.153930100000004, 1
55.153930199999998, 0
55.153930320000001, 1
55.153930440000003, 0
56.176035259999999, 1
56.176035380000002, 0
56.176035500000005, 1
56.176035599999999, 0
56.176035720000002, 1
56.176035820000003, 0
56.176035939999998, 1
56.176036060000001, 0
56.176036160000002, 1
56.176036279999998, 0
56.176036379999999, 1
56.176036500000002, 0
56.176036619999998, 1
56.176036719999999, 0
56.176036840000002, 1
56.176036940000003, 0
57.197858740000001, 1
57.197858840000002, 0
57.197858959999998, 1
57.197859080000001, 0
57.197859200000003, 1
57.197859300000005, 0
57.197859420000000, 1
57.197859540000003, 0
57.197859659999999, 1
57.197859780000002, 0
57.197859880000003, 1
57.197859999999999, 0
57.197860120000001, 1
57.197860240000004, 0
57.197860360000000, 1
57.197860460000001, 0
58.219607780000004, 1
58.219607900000000, 0
58.219608020000003, 1
58.219608120000004, 0
58.219608239999999, 1
58.219608360000002, 0
58.219608479999998, 1
58.219608579999999, 0
58.219608700000002, 1
58.219608819999998, 0
58.219608940000001, 1
58.219609060000003, 0
58.219609179999999, 1
58.219609280000000, 0
58.219609400000003, 1
58.219609519999999, 0
59.241693200000000, 1
59.241693320000003, 0
59.241693439999999, 1
59.241693560000002, 0
59.241693680000004, 1
59.241693800000000, 0
59.241693920000003, 1
59.241694039999999, 0
59.241694160000002, 1
59.241694280000004, 0
59.241694400000000, 1
59.241694520000003, 0
59.241694639999999, 1
59.241694760000001, 0
59.241694880000004, 1
59.241695000000000, 0
60.263560620000000, 1
60.263560740000003, 0
60.263560859999998, 1
60.263560980000001, 0
60.263561100000004, 1
60.263561220000000, 0
60.263561340000003, 1
60.263561459999998, 0
60.263561580000001, 1
60.263561700000004, 0
60.263561820000000, 1
60.263561940000002, 0
60.263562059999998, 1
60.263562180000001, 0
60.263562300000004, 1
60.263562420000000, 0
61.285636240000002, 1
61.285636359999998, 0
61.285636480000001, 1
61.285636600000004, 0
61.285636719999999, 1
61.285636860000004, 0
61.285636980000000, 1
61.285637100000002, 0
61.285637219999998, 1
61.285637340000001, 0
61.285637479999998, 1
61.285637600000001, 0
61.285637720000004, 1
61.285637840000000, 0
61.285637960000003, 1
61.285638100000000, 0
62.307946739999998, 1
62.307946860000001, 0
62.307946980000004, 1
62.307947120000001, 0
62.307947240000004, 1
62.307947360000000, 0
62.307947480000003, 1
62.307947599999999, 0
62.307947740000003, 1
62.307947859999999, 0
62.307947980000002, 1
62.307948100000004, 0
62.307948220000000, 1
62.307948360000005, 0
62.307948480000000, 1
62.307948600000003, 0
63.329262280000002, 1
63.329262400000005, 0
63.329262540000002, 1
63.329262660000005, 0
63.329262800000002, 1
63.329262919999998, 0
63.329263040000001, 1
63.329263179999998, 0
63.329263300000001, 1
63.329263439999998, 0
63.329263560000001, 1
63.329263680000004, 0
63.329263820000001, 1
63.329263940000004, 0
63.329264080000002, 1
63.329264200000004, 0
64.346383639999999, 1
64.346383759999995, 0
64.346383880000005, 1
64.346384020000002, 0
64.346384139999998, 1
64.346384279999995, 0
64.346384400000005, 1
64.346384520000001, 0
64.346384659999998, 1
64.346384780000008, 0
64.346384920000006, 1
64.346385040000001, 0
64.346385159999997, 1
64.346385299999994, 0
64.346385420000004, 1
64.346385560000002, 0
65.367917239999997, 1
65.367917360000007, 0
65.367917500000004, 1
65.367917620000000, 0
65.367917759999997, 1
65.367917899999995, 0
65.367918020000005, 1
65.367918160000002, 0
65.367918279999998, 1
65.367918419999995, 0
65.367918560000007, 1
65.367918680000002, 0
65.367918820000000, 1
65.367918939999996, 0
65.367919080000007, 1
65.367919220000005, 0
66.390187600000004, 1
66.390187720000000, 0
66.390187859999997, 1
66.390187999999995, 0
66.390188120000005, 1
66.390188260000002, 0
66.390188379999998, 1
66.390188519999995, 0
66.390188660000007, 1
66.390188780000003, 0
66.390188920000000, 1
66.390189039999996, 0
66.390189180000007, 1
66.390189320000005, 0
66.390189440000000, 1
66.390189579999998, 0
67.412046340000003, 1
67.412046480000001, 0
67.412046619999998, 1
67.412046759999996, 0
67.412046900000007, 1
67.412047020000003, 0
67.412047160000000, 1
67.412047299999998, 0
67.412047439999995, 1
67.412047560000005, 0
67.412047700000002, 1
67.412047840000000, 0
67.412047979999997, 1
67.412048119999994, 0
67.412048260000006, 1
67.412048380000002, 0
68.434139200000004, 1
68.434139340000002, 0
68.434139479999999, 1
68.434139619999996, 0
68.434139740000006, 1
68.434139880000004, 0
68.434140020000001, 1
68.434140159999998, 0
68.434140299999996, 1
68.434140420000006, 0
68.434140560000003, 1
68.434140700000000, 0
68.434140839999998, 1
68.434140979999995, 0
68.434141100000005, 1
68.434141240000002, 0
69.455792020000004, 1
69.455792160000001, 0
69.455792299999999, 1
69.455792439999996, 0
69.455792580000008, 1
69.455792720000005, 0
69.455792860000003, 1
69.455793000000000, 0
69.455793139999997, 1
69.455793279999995, 0
69.455793420000006, 1
69.455793560000004, 0
69.455793700000001, 1
69.455793839999998, 0
69.455793979999996, 1
69.455794120000007, 0
70.477770579999998, 1
70.477770719999995, 0
70.477770860000007, 1
70.477771000000004, 0
70.477771140000002, 1
70.477771279999999, 0
70.477771419999996, 1
70.477771560000008, 0
70.477771700000005, 1
70.477771840000003, 0
70.477771980000000, 1
70.477772119999997, 0
70.477772259999995, 1
70.477772400000006, 0
70.477772540000004, 1
70.477772680000001, 0
71.499328439999999, 1
71.499328579999997, 0
71.499328720000008, 1
71.499328860000006, 0
71.499329000000003, 1
71.499329160000002, 0
71.499329299999999, 1
71.499329439999997, 0
71.499329580000008, 1
71.499329720000006, 0
71.499329880000005, 1
71.499330020000002, 0
71.499330160000000, 1
71.499330299999997, 0
71.499330440000008, 1
71.499330600000008, 0
72.521148760000003, 1
72.521148900000000, 0
72.521149039999997, 1
72.521149179999995, 0
72.521149320000006, 1
72.521149480000005, 0
72.521149620000003, 1
72.521149760000000, 0
72.521149899999998, 1
72.521150039999995, 0
72.521150200000008, 1
72.521150340000005, 0
72.521150480000003, 1
72.521150620000000, 0
72.521150759999998, 1
72.521150919999997, 0
73.543166960000008, 1
73.543167100000005, 0
73.543167260000004, 1
73.543167400000002, 0
73.543167560000001, 1
73.543167699999998, 0
73.543167839999995, 1
73.543168000000009, 0
73.543168140000006, 1
73.543168280000003, 0
73.543168440000002, 1
73.543168580000000, 0
73.543168739999999, 1
73.543168879999996, 0
73.543169039999995, 1
73.543169180000007, 0
74.564949100000007, 1
74.564949240000004, 0
74.564949400000003, 1
74.564949540000001, 0
74.564949700000000, 1
74.564949839999997, 0
74.564949999999996, 1
74.564950140000008, 0
74.564950280000005, 1
74.564950440000004, 0
74.564950580000001, 1
74.564950719999999, 0
74.564950879999998, 1
74.564951019999995, 0
74.564951180000008, 1
74.564951320000006, 0
75.587075819999995, 1
75.587075960000007, 0
75.587076120000006, 1
75.587076260000003, 0
75.587076420000002, 1
75.587076580000002, 0
75.587076719999999, 1
75.587076879999998, 0
75.587077019999995, 1
75.587077180000009, 0
75.587077340000008, 1
75.587077480000005, 0
75.587077640000004, 1
75.587077780000001, 0
75.587077940000000, 1
75.587078099999999, 0
76.608987400000004, 1
76.608987560000003, 0
76.608987700000000, 1
76.608987859999999, 0
76.608988019999998, 1
76.608988159999996, 0
76.608988319999995, 1
76.608988460000006, 0
76.608988620000005, 1
76.608988780000004, 0
76.608988920000002, 1
76.608989080000001, 0
76.608989219999998, 1
76.608989379999997, 0
76.608989539999996, 1
76.608989680000008, 0
77.630774340000002, 1
77.630774500000001, 0
77.630774660000000, 1
77.630774819999999, 0
77.630774979999998, 1
77.630775119999996, 0
77.630775279999995, 1
77.630775440000008, 0
77.630775600000007, 1
77.630775760000006, 0
77.630775900000003, 1
77.630776060000002, 0
77.630776220000001, 1
77.630776380000000, 0
77.630776539999999, 1
77.630776679999997, 0
78.652710299999995, 1
78.652710460000009, 0
78.652710620000008, 1
78.652710760000005, 0
78.652710920000004, 1
78.652711080000003, 0
78.652711240000002, 1
78.652711400000001, 0
78.652711539999999, 1
78.652711699999998, 0
78.652711859999997, 1
78.652712019999996, 0
78.652712179999995, 1
78.652712320000006, 0
78.652712480000005, 1
78.652712640000004, 0
79.674519239999995, 1
79.674519400000008, 0
79.674519560000007, 1
79.674519720000006, 0
79.674519880000005, 1
79.674520040000004, 0
79.674520200000003, 1
79.674520360000002, 0
79.674520520000002, 1
79.674520680000001, 0
79.674520840000000, 1
79.674520999999999, 0
79.674521159999998, 1
79.674521319999997, 0
79.674521479999996, 1
79.674521639999995, 0
80.691747000000007, 1
80.691747160000006, 0
80.691747320000005, 1
80.691747480000004, 0
80.691747640000003, 1
80.691747800000002, 0
80.691747960000001, 1
80.691748120000000, 0
80.691748279999999, 1
80.691748439999998, 0
80.691748599999997, 1
80.691748759999996, 0
80.691748919999995, 1
80.691749080000008, 0
80.691749240000007, 1
80.691749400000006, 0
81.713752540000002, 1
81.713752700000001, 0
81.713752880000001, 1
81.713753040000000, 0
81.713753199999999, 1
81.713753359999998, 0
81.713753519999997, 1
81.713753699999998, 0
81.713753859999997, 1
81.713754019999996, 0
81.713754179999995, 1
81.713754340000008, 0
81.713754519999995, 1
81.713754680000008, 0
81.713754840000007, 1
81.713755000000006, 0
82.735959559999998, 1
82.735959719999997, 0
82.735959879999996, 1
82.735960039999995, 0
82.735960200000008, 1
82.735960380000009, 0
82.735960540000008, 1
82.735960700000007, 0
82.735960860000006, 1
82.735961020000005, 0
82.735961200000006, 1
82.735961360000005, 0
82.735961520000004, 1
82.735961680000003, 0
82.735961840000002, 1
82.735962020000002, 0
83.758796619999998, 1
83.758796779999997, 0
83.758796959999998, 1
83.758797119999997, 0
83.758797279999996, 1
83.758797459999997, 0
83.758797619999996, 1
83.758797799999996, 0
83.758797959999995, 1
83.758798120000009, 0
83.758798299999995, 1
83.758798460000008, 0
83.758798639999995, 1
83.758798800000008, 0
83.758798960000007, 1
83.758799140000008, 0
84.780287999999999, 1
84.780288179999999, 0
84.780288339999998, 1
84.780288519999999, 0
84.780288679999998, 1
84.780288839999997, 0
84.780289019999998, 1
84.780289179999997, 0
84.780289359999998, 1
84.780289519999997, 0
84.780289679999996, 1
84.780289859999996, 0
84.780290019999995, 1
84.780290199999996, 0
84.780290359999995, 1
84.780290520000008, 0
85.802112840000007, 1
85.802113020000007, 0
85.802113180000006, 1
85.802113360000007, 0
85.802113540000008, 1
85.802113700000007, 0
85.802113880000007, 1
85.802114040000006, 0
85.802114220000007, 1
85.802114380000006, 0
85.802114560000007, 1
85.802114740000007, 0
85.802114900000007, 1
85.802115080000007, 0
