Time[s], SCK
-0.200000000000000, 0
0.000000000000000, 1
0.000000020000000, 0
1.017348180000000, 1
1.017348200000000, 0
1.017348220000000, 1
1.017348240000000, 0
2.039970500000000, 1
2.039970520000000, 0
2.039970580000000, 1
2.039970600000000, 0
3.057073820000000, 1
3.057073860000000, 0
3.057073900000000, 1
3.057073920000000, 0
4.079820680000000, 1
4.079820700000000, 0
5.102515820000000, 1
5.102515860000000, 0
5.102515920000000, 1
5.102515980000000, 0
6.125441940000000, 1
6.125441960000000, 0
6.125441980000000, 1
6.125442000000000, 0
6.125442040000000, 1
6.125442060000000, 0
6.125442080000000, 1
6.125442120000000, 0
6.125442140000001, 1
6.125442160000000, 0
7.142311520000000, 1
7.142311540000001, 0
7.142311580000000, 1
7.142311600000000, 0
7.142311620000000, 1
7.142311640000000, 0
7.142311680000000, 1
7.142311700000000, 0
7.142311720000000, 1
7.142311740000000, 0
8.165311680000000, 1
8.165311700000000, 0
8.165311720000000, 1
8.165311740000000, 0
8.165311760000000, 1
8.165311780000000, 0
8.165311800000000, 1
8.165311819999999, 0
8.165311839999999, 1
8.165311860000001, 0
8.165311880000001, 1
8.165311900000001, 0
8.165311920000001, 1
8.165311940000000, 0
8.165311960000000, 1
8.165311980000000, 0
9.182478160000000, 1
9.182478180000000, 0
9.182478200000000, 1
9.182478220000000, 0
9.182478240000000, 1
9.182478260000000, 0
9.182478280000000, 1
9.182478300000000, 0
9.182478320000000, 1
9.182478339999999, 0
9.182478360000001, 1
9.182478380000001, 0
9.182478400000001, 1
9.182478420000001, 0
9.182478440000001, 1
9.182478460000000, 0
10.204965319999999, 1
10.204965339999999, 0
10.204965360000001, 1
10.204965380000001, 0
10.204965400000001, 1
10.204965420000001, 0
10.204965460000000, 1
10.204965480000000, 0
10.204965500000000, 1
10.204965520000000, 0
10.204965560000000, 1
10.204965580000000, 0
10.204965600000000, 1
10.204965619999999, 0
10.204965640000001, 1
10.204965660000001, 0
11.227956580000001, 1
11.227956600000001, 0
11.227956620000000, 1
11.227956640000000, 0
11.227956660000000, 1
11.227956700000000, 0
11.227956720000000, 1
11.227956740000000, 0
11.227956760000000, 1
11.227956780000000, 0
11.227956820000001, 1
11.227956840000001, 0
11.227956860000001, 1
11.227956880000001, 0
11.227956900000001, 1
11.227956940000000, 0
12.250454420000001, 1
12.250454460000000, 0
12.250454480000000, 1
12.250454500000000, 0
12.250454540000000, 1
12.250454560000000, 0
12.250454599999999, 1
12.250454620000001, 0
12.250454660000001, 1
12.250454680000001, 0
12.250454700000001, 1
12.250454740000000, 0
12.250454760000000, 1
12.250454780000000, 0
12.250454820000000, 1
12.250454840000000, 0
13.273684940000001, 1
13.273684960000001, 0
13.273685000000000, 1
13.273685020000000, 0
13.273685060000000, 1
13.273685080000000, 0
13.273685100000000, 1
13.273685140000000, 0
13.273685159999999, 1
13.273685200000001, 0
13.273685220000001, 1
13.273685240000001, 0
13.273685280000000, 1
13.273685300000000, 0
13.273685340000000, 1
13.273685360000000, 0
14.296579180000000, 1
14.296579200000000, 0
14.296579240000000, 1
14.296579260000000, 0
14.296579299999999, 1
14.296579340000001, 0
14.296579360000001, 1
14.296579400000001, 0
14.296579420000000, 1
14.296579460000000, 0
14.296579500000000, 1
14.296579520000000, 0
14.296579560000000, 1
14.296579580000000, 0
14.296579620000001, 1
14.296579660000001, 0
15.313808880000000, 1
15.313808900000000, 0
15.313808939999999, 1
15.313808980000001, 0
15.313809000000001, 1
15.313809040000001, 0
15.313809060000001, 1
15.313809100000000, 0
15.313809140000000, 1
15.313809160000000, 0
15.313809200000000, 1
15.313809220000000, 0
15.313809260000001, 1
15.313809300000001, 0
15.313809320000001, 1
15.313809360000000, 0
16.336667779999999, 1
16.336667819999999, 0
16.336667859999999, 1
16.336667900000002, 0
16.336667920000000, 1
16.336667960000000, 0
16.336668000000000, 1
16.336668039999999, 0
16.336668079999999, 1
16.336668100000001, 0
16.336668140000000, 1
16.336668180000000, 0
16.336668220000000, 1
16.336668260000000, 0
16.336668280000001, 1
16.336668320000001, 0
17.359763919999999, 1
17.359763940000001, 0
17.359763980000000, 1
17.359764020000000, 0
17.359764060000000, 1
17.359764100000000, 0
17.359764120000001, 1
17.359764160000001, 0
17.359764200000001, 1
17.359764240000001, 0
17.359764280000000, 1
17.359764300000002, 0
17.359764340000002, 1
17.359764380000001, 0
17.359764420000001, 1
17.359764460000001, 0
18.382418160000000, 1
18.382418200000000, 0
18.382418240000000, 1
18.382418280000000, 0
18.382418319999999, 1
18.382418359999999, 0
18.382418399999999, 1
18.382418440000002, 0
18.382418480000002, 1
18.382418520000002, 0
18.382418560000001, 1
18.382418600000001, 0
18.382418640000001, 1
18.382418680000001, 0
18.382418720000000, 1
18.382418760000000, 0
19.401435820000000, 1
19.401435859999999, 0
19.401435899999999, 1
19.401435939999999, 0
19.401435979999999, 1
19.401436020000002, 0
19.401436060000002, 1
19.401436100000002, 0
19.401436140000001, 1
19.401436180000001, 0
19.401436220000001, 1
19.401436260000001, 0
19.401436300000000, 1
19.401436340000000, 0
19.401436380000000, 1
19.401436420000000, 0
20.424408459999999, 1
20.424408500000002, 0
20.424408560000000, 1
20.424408600000000, 0
20.424408639999999, 1
20.424408679999999, 0
20.424408719999999, 1
20.424408780000000, 0
20.424408820000000, 1
20.424408860000000, 0
20.424408900000000, 1
20.424408939999999, 0
20.424409000000001, 1
20.424409040000000, 0
20.424409080000000, 1
20.424409120000000, 0
21.447058819999999, 1
21.447058860000002, 0
21.447058900000002, 1
21.447058960000000, 0
21.447058999999999, 1
21.447059039999999, 0
21.447059079999999, 1
21.447059119999999, 0
21.447059180000000, 1
21.447059220000000, 0
21.447059260000000, 1
21.447059299999999, 0
21.447059339999999, 1
21.447059400000001, 0
21.447059440000000, 1
21.447059480000000, 0
22.469339320000000, 1
22.469339359999999, 0
22.469339420000001, 1
22.469339460000000, 0
22.469339500000000, 1
22.469339560000002, 0
22.469339600000001, 1
22.469339659999999, 0
22.469339699999999, 1
22.469339739999999, 0
22.469339800000000, 1
22.469339840000000, 0
22.469339900000001, 1
22.469339940000001, 0
22.469339980000001, 1
22.469340039999999, 0
23.491209440000002, 1
23.491209480000002, 0
23.491209520000002, 1
23.491209580000000, 0
23.491209619999999, 1
23.491209680000001, 0
23.491209720000001, 1
23.491209760000000, 0
23.491209820000002, 1
23.491209860000001, 0
23.491209919999999, 1
23.491209959999999, 0
23.491209999999999, 1
23.491210060000000, 0
23.491210100000000, 1
23.491210160000001, 0
24.508208520000000, 1
24.508208560000000, 0
24.508208600000000, 1
24.508208660000001, 0
24.508208700000001, 1
24.508208740000001, 0
24.508208800000002, 1
24.508208840000002, 0
24.508208900000000, 1
24.508208939999999, 0
24.508209000000001, 1
24.508209040000001, 0
24.508209080000000, 1
24.508209140000002, 0
24.508209180000001, 1
24.508209220000001, 0
25.530885860000001, 1
25.530885919999999, 0
25.530885980000001, 1
25.530886020000001, 0
25.530886080000002, 1
25.530886120000002, 0
25.530886180000000, 1
25.530886240000001, 0
25.530886280000001, 1
25.530886340000002, 0
25.530886380000002, 1
25.530886440000000, 0
25.530886500000001, 1
25.530886540000001, 0
25.530886599999999, 1
25.530886640000002, 0
26.553312680000001, 1
26.553312739999999, 0
26.553312800000000, 1
26.553312860000002, 0
26.553312900000002, 1
26.553312960000000, 0
26.553313020000001, 1
26.553313079999999, 0
26.553313140000000, 1
26.553313180000000, 0
26.553313240000001, 1
26.553313299999999, 0
26.553313360000001, 1
26.553313420000002, 0
26.553313460000002, 1
26.553313520000000, 0
27.575656240000001, 1
27.575656300000002, 0
27.575656360000000, 1
27.575656420000001, 0
27.575656479999999, 1
27.575656519999999, 0
27.575656580000000, 1
27.575656640000002, 0
27.575656700000000, 1
27.575656760000001, 0
27.575656800000001, 1
27.575656860000002, 0
27.575656920000000, 1
27.575656980000002, 0
27.575657039999999, 1
27.575657079999999, 0
28.597628680000000, 1
28.597628740000001, 0
28.597628799999999, 1
28.597628860000000, 0
28.597628920000002, 1
28.597628980000000, 0
28.597629040000001, 1
28.597629099999999, 0
28.597629160000000, 1
28.597629220000002, 0
28.597629280000000, 1
28.597629340000001, 0
28.597629399999999, 1
28.597629460000000, 0
28.597629520000002, 1
28.597629580000000, 0
29.619631399999999, 1
29.619631460000001, 0
29.619631520000002, 1
29.619631580000000, 0
29.619631640000001, 1
29.619631699999999, 0
29.619631760000001, 1
29.619631820000002, 0
29.619631880000000, 1
29.619631940000001, 0
29.619631999999999, 1
29.619632060000001, 0
29.619632120000002, 1
29.619632180000000, 0
29.619632240000001, 1
29.619632299999999, 0
30.641615439999999, 1
30.641615500000000, 0
30.641615560000002, 1
30.641615620000000, 0
30.641615699999999, 1
30.641615760000001, 0
30.641615820000002, 1
30.641615880000000, 0
30.641615940000001, 1
30.641616020000001, 0
30.641616080000002, 1
30.641616140000000, 0
30.641616200000001, 1
30.641616259999999, 0
30.641616340000002, 1
30.641616400000000, 0
31.658924819999999, 1
31.658924880000001, 0
31.658924960000000, 1
31.658925020000002, 0
31.658925079999999, 1
31.658925140000001, 0
31.658925220000000, 1
31.658925280000002, 0
31.658925340000000, 1
31.658925400000001, 0
31.658925459999999, 1
31.658925540000002, 0
31.658925600000000, 1
31.658925660000001, 0
31.658925719999999, 1
31.658925780000001, 0
32.680560300000003, 1
32.680560360000001, 0
32.680560440000001, 1
32.680560499999999, 0
32.680560579999998, 1
32.680560640000003, 0
32.680560700000001, 1
32.680560780000000, 0
32.680560839999998, 1
32.680560919999998, 0
32.680560980000003, 1
32.680561040000001, 0
32.680561120000000, 1
32.680561179999998, 0
32.680561259999998, 1
32.680561320000002, 0
33.702542840000000, 1
33.702542899999997, 0
33.702542980000004, 1
33.702543040000002, 0
33.702543120000001, 1
33.702543179999999, 0
33.702543240000004, 1
33.702543320000004, 0
33.702543380000002, 1
33.702543460000001, 0
33.702543519999999, 1
33.702543580000004, 0
33.702543660000003, 1
33.702543720000001, 0
33.702543800000001, 1
33.702543859999999, 0
34.724756280000001, 1
34.724756360000001, 0
34.724756419999999, 1
34.724756499999998, 0
